,make,year,engine_fuel_type,engine_hp,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,msrp,new_model
6192,Dodge,2015,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,29995.0,Dodge Journey
6193,Dodge,2015,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,25195.0,Dodge Journey
6194,Dodge,2015,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,20695.0,Dodge Journey
6195,Dodge,2015,Regular Unleaded,283.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31395.0,Dodge Journey
6197,Dodge,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,27395.0,Dodge Journey
6198,Dodge,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,26295.0,Dodge Journey
6199,Dodge,2016,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,26595.0,Dodge Journey
6200,Dodge,2016,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33695.0,Dodge Journey
6201,Dodge,2016,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,28395.0,Dodge Journey
6202,Dodge,2016,Flex-Fuel,283.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31795.0,Dodge Journey
6203,Dodge,2016,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,30895.0,Dodge Journey
6204,Dodge,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,20995.0,Dodge Journey
6205,Dodge,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,24895.0,Dodge Journey
6206,Dodge,2016,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,29795.0,Dodge Journey
6207,Dodge,2017,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,20995.0,Dodge Journey
6208,Dodge,2017,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33695.0,Dodge Journey
6209,Dodge,2017,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,26295.0,Dodge Journey
6210,Dodge,2017,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,29795.0,Dodge Journey
6211,Dodge,2017,Flex-Fuel,283.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31795.0,Dodge Journey
6212,Dodge,2017,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,30995.0,Dodge Journey
6213,Dodge,2017,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,26595.0,Dodge Journey
6214,Dodge,2017,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,27495.0,Dodge Journey
6215,Dodge,2017,Regular Unleaded,283.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,28395.0,Dodge Journey
6216,Dodge,2017,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,24895.0,Dodge Journey
6217,Nissan,2015,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,25240.0,Nissan Juke
6218,Nissan,2015,Premium Unleaded,215.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,28020.0,Nissan Juke
6219,Nissan,2015,Premium Unleaded,211.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,30020.0,Nissan Juke
6220,Nissan,2015,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,26940.0,Nissan Juke
6221,Nissan,2015,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20250.0,Nissan Juke
6222,Nissan,2015,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,22300.0,Nissan Juke
6223,Nissan,2015,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,24150.0,Nissan Juke
6224,Nissan,2015,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,22100.0,Nissan Juke
6225,Nissan,2015,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,27230.0,Nissan Juke
6226,Nissan,2015,Premium Unleaded,188.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,24830.0,Nissan Juke
6227,Nissan,2016,Premium Unleaded,188.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,24830.0,Nissan Juke
6228,Nissan,2016,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,22100.0,Nissan Juke
6229,Nissan,2016,Premium Unleaded,211.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,28020.0,Nissan Juke
6230,Nissan,2016,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,22300.0,Nissan Juke
6231,Nissan,2016,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,24150.0,Nissan Juke
6232,Nissan,2016,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,26940.0,Nissan Juke
6233,Nissan,2016,Premium Unleaded,215.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,30020.0,Nissan Juke
6234,Nissan,2016,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20250.0,Nissan Juke
6235,Nissan,2016,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,27230.0,Nissan Juke
6236,Nissan,2016,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,25240.0,Nissan Juke
6237,Nissan,2017,Premium Unleaded,215.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,28020.0,Nissan Juke
6238,Nissan,2017,Premium Unleaded,188.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,24830.0,Nissan Juke
6239,Nissan,2017,Premium Unleaded,211.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,30020.0,Nissan Juke
6240,Nissan,2017,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,27230.0,Nissan Juke
6241,Nissan,2017,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,26940.0,Nissan Juke
6242,Nissan,2017,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,24400.0,Nissan Juke
6243,Nissan,2017,Premium Unleaded,188.0,Automatic,All Wheel Drive,4,Compact,4Dr Hatchback,22100.0,Nissan Juke
6244,Nissan,2017,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20250.0,Nissan Juke
6245,Nissan,2017,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,22550.0,Nissan Juke
6246,Nissan,2017,Premium Unleaded,188.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,25240.0,Nissan Juke
6247,Subaru,1992,Regular Unleaded,73.0,Manual,Four Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6248,Subaru,1992,Regular Unleaded,73.0,Manual,Four Wheel Drive,4,Compact,4Dr Hatchback,2000.0,Subaru Justy
6249,Subaru,1992,Regular Unleaded,66.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6250,Subaru,1992,Regular Unleaded,73.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6251,Subaru,1993,Regular Unleaded,73.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6252,Subaru,1993,Regular Unleaded,73.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,2000.0,Subaru Justy
6253,Subaru,1993,Regular Unleaded,73.0,Manual,Four Wheel Drive,4,Compact,4Dr Hatchback,2000.0,Subaru Justy
6254,Subaru,1993,Regular Unleaded,73.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6255,Subaru,1994,Regular Unleaded,73.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Subaru Justy
6256,Subaru,1994,Regular Unleaded,73.0,Manual,Four Wheel Drive,4,Compact,4Dr Hatchback,2000.0,Subaru Justy
6257,Infiniti,2013,Premium Unleaded,265.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,41250.0,Infiniti Jx
6258,Infiniti,2013,Premium Unleaded,265.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,42650.0,Infiniti Jx
6259,Kia,2015,Premium Unleaded,420.0,Automatic,Rear Wheel Drive,4,Large,Sedan,59900.0,Kia K900
6260,Kia,2015,Premium Unleaded,420.0,Automatic,Rear Wheel Drive,4,Large,Sedan,54500.0,Kia K900
6261,Kia,2016,Regular Unleaded,311.0,Automatic,Rear Wheel Drive,4,Large,Sedan,49000.0,Kia K900
6262,Kia,2016,Premium Unleaded,420.0,Automatic,Rear Wheel Drive,4,Large,Sedan,61900.0,Kia K900
6263,Kia,2016,Regular Unleaded,311.0,Automatic,Rear Wheel Drive,4,Large,Sedan,54900.0,Kia K900
6264,Suzuki,2011,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,21049.0,Suzuki Kizashi
6265,Suzuki,2011,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,22049.0,Suzuki Kizashi
6266,Suzuki,2011,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,24149.0,Suzuki Kizashi
6267,Suzuki,2011,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,27299.0,Suzuki Kizashi
6268,Suzuki,2011,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23399.0,Suzuki Kizashi
6269,Suzuki,2011,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,24849.0,Suzuki Kizashi
6270,Suzuki,2011,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,23049.0,Suzuki Kizashi
6271,Suzuki,2011,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,25949.0,Suzuki Kizashi
6272,Suzuki,2011,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,22099.0,Suzuki Kizashi
6273,Suzuki,2011,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,25499.0,Suzuki Kizashi
6274,Suzuki,2011,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,18999.0,Suzuki Kizashi
6275,Suzuki,2012,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,23899.0,Suzuki Kizashi
6276,Suzuki,2012,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,25249.0,Suzuki Kizashi
6277,Suzuki,2012,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,27549.0,Suzuki Kizashi
6278,Suzuki,2012,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,22299.0,Suzuki Kizashi
6279,Suzuki,2012,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23649.0,Suzuki Kizashi
6280,Suzuki,2012,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,25749.0,Suzuki Kizashi
6281,Suzuki,2012,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,24399.0,Suzuki Kizashi
6282,Suzuki,2012,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,18999.0,Suzuki Kizashi
6283,Suzuki,2012,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,26199.0,Suzuki Kizashi
6284,Suzuki,2012,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,25099.0,Suzuki Kizashi
6285,Suzuki,2012,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,20999.0,Suzuki Kizashi
6286,Suzuki,2012,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,22249.0,Suzuki Kizashi
6289,Suzuki,2012,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,22349.0,Suzuki Kizashi
6290,Suzuki,2013,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,25799.0,Suzuki Kizashi
6291,Suzuki,2013,Regular Unleaded,180.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,21749.0,Suzuki Kizashi
6292,Suzuki,2013,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23249.0,Suzuki Kizashi
6293,Suzuki,2013,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,28999.0,Suzuki Kizashi
6294,Suzuki,2013,Regular Unleaded,185.0,Manual,Front Wheel Drive,4,Midsize,Sedan,19999.0,Suzuki Kizashi
6295,Suzuki,2013,Regular Unleaded,180.0,Automatic,All Wheel Drive,4,Midsize,Sedan,27199.0,Suzuki Kizashi
6296,Buick,2015,Regular Unleaded,182.0,Automatic,Front Wheel Drive,4,Large,Sedan,35725.0,Buick Lacrosse
6297,Buick,2015,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,31065.0,Buick Lacrosse
6298,Buick,2015,Flex-Fuel,304.0,Automatic,All Wheel Drive,4,Large,Sedan,40500.0,Buick Lacrosse
6299,Buick,2015,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,39970.0,Buick Lacrosse
6300,Buick,2015,Regular Unleaded,182.0,Automatic,Front Wheel Drive,4,Large,Sedan,33635.0,Buick Lacrosse
6301,Buick,2015,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,38025.0,Buick Lacrosse
6302,Buick,2015,Flex-Fuel,304.0,Automatic,All Wheel Drive,4,Large,Sedan,38730.0,Buick Lacrosse
6303,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,34065.0,Buick Lacrosse
6304,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,40145.0,Buick Lacrosse
6305,Buick,2016,Flex-Fuel,304.0,Automatic,All Wheel Drive,4,Large,Sedan,38905.0,Buick Lacrosse
6306,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,35900.0,Buick Lacrosse
6307,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,33810.0,Buick Lacrosse
6308,Buick,2016,Flex-Fuel,304.0,Automatic,All Wheel Drive,4,Large,Sedan,40675.0,Buick Lacrosse
6309,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,38200.0,Buick Lacrosse
6310,Buick,2016,Flex-Fuel,304.0,Automatic,Front Wheel Drive,4,Large,Sedan,31065.0,Buick Lacrosse
6311,Buick,2017,Regular Unleaded,310.0,Automatic,Front Wheel Drive,4,Large,Sedan,36065.0,Buick Lacrosse
6312,Buick,2017,Regular Unleaded,310.0,Automatic,Front Wheel Drive,4,Large,Sedan,38665.0,Buick Lacrosse
6313,Buick,2017,Regular Unleaded,310.0,Automatic,All Wheel Drive,4,Large,Sedan,43265.0,Buick Lacrosse
6314,Buick,2017,Regular Unleaded,310.0,Automatic,Front Wheel Drive,4,Large,Sedan,32065.0,Buick Lacrosse
6315,Buick,2017,Regular Unleaded,310.0,Automatic,Front Wheel Drive,4,Large,Sedan,41065.0,Buick Lacrosse
6316,Mitsubishi,2013,Premium Unleaded,291.0,Automated Manual,All Wheel Drive,4,Compact,Sedan,37895.0,Mitsubishi Lancer Evolution
6317,Mitsubishi,2013,Premium Unleaded,291.0,Manual,All Wheel Drive,4,Compact,Sedan,34695.0,Mitsubishi Lancer Evolution
6318,Mitsubishi,2014,Premium Unleaded,291.0,Automated Manual,All Wheel Drive,4,Compact,Sedan,38195.0,Mitsubishi Lancer Evolution
6319,Mitsubishi,2014,Premium Unleaded,291.0,Manual,All Wheel Drive,4,Compact,Sedan,34995.0,Mitsubishi Lancer Evolution
6320,Mitsubishi,2015,Premium Unleaded,303.0,Manual,All Wheel Drive,4,Compact,Sedan,37995.0,Mitsubishi Lancer Evolution
6321,Mitsubishi,2015,Premium Unleaded,291.0,Manual,All Wheel Drive,4,Compact,Sedan,34495.0,Mitsubishi Lancer Evolution
6322,Mitsubishi,2015,Premium Unleaded,291.0,Automated Manual,All Wheel Drive,4,Compact,Sedan,38995.0,Mitsubishi Lancer Evolution
6323,Mitsubishi,2012,Regular Unleaded,168.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,21345.0,Mitsubishi Lancer Sportback
6324,Mitsubishi,2012,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,18395.0,Mitsubishi Lancer Sportback
6325,Mitsubishi,2013,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,18495.0,Mitsubishi Lancer Sportback
6326,Mitsubishi,2013,Regular Unleaded,168.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,21495.0,Mitsubishi Lancer Sportback
6327,Mitsubishi,2014,Regular Unleaded,168.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,21945.0,Mitsubishi Lancer Sportback
6328,Mitsubishi,2014,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,18595.0,Mitsubishi Lancer Sportback
6329,Mitsubishi,2015,Regular Unleaded,148.0,Manual,Front Wheel Drive,4,Compact,Sedan,17395.0,Mitsubishi Lancer
6330,Mitsubishi,2015,Premium Unleaded,237.0,Automated Manual,All Wheel Drive,4,Compact,Sedan,29495.0,Mitsubishi Lancer
6331,Mitsubishi,2015,Regular Unleaded,168.0,Manual,Front Wheel Drive,4,Compact,Sedan,20595.0,Mitsubishi Lancer
6332,Mitsubishi,2015,Regular Unleaded,168.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21595.0,Mitsubishi Lancer
6333,Mitsubishi,2015,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,20995.0,Mitsubishi Lancer
6334,Mitsubishi,2015,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18295.0,Mitsubishi Lancer
6335,Mitsubishi,2016,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18595.0,Mitsubishi Lancer
6336,Mitsubishi,2016,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,20995.0,Mitsubishi Lancer
6337,Mitsubishi,2016,Regular Unleaded,148.0,Manual,Front Wheel Drive,4,Compact,Sedan,17595.0,Mitsubishi Lancer
6338,Mitsubishi,2016,Regular Unleaded,168.0,Automatic,Front Wheel Drive,4,Compact,Sedan,23495.0,Mitsubishi Lancer
6339,Mitsubishi,2016,Regular Unleaded,168.0,Manual,Front Wheel Drive,4,Compact,Sedan,22495.0,Mitsubishi Lancer
6340,Mitsubishi,2016,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,19995.0,Mitsubishi Lancer
6341,Mitsubishi,2016,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,21995.0,Mitsubishi Lancer
6342,Mitsubishi,2017,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,20295.0,Mitsubishi Lancer
6343,Mitsubishi,2017,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,21095.0,Mitsubishi Lancer
6344,Mitsubishi,2017,Regular Unleaded,148.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18795.0,Mitsubishi Lancer
6345,Mitsubishi,2017,Regular Unleaded,148.0,Manual,Front Wheel Drive,4,Compact,Sedan,17795.0,Mitsubishi Lancer
6346,Mitsubishi,2017,Regular Unleaded,168.0,Automatic,All Wheel Drive,4,Compact,Sedan,22095.0,Mitsubishi Lancer
6347,Toyota,2015,Regular Unleaded,381.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,75182.0,Toyota Land Cruiser
6348,Toyota,2016,Regular Unleaded,381.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,75182.0,Toyota Land Cruiser
6349,Toyota,2017,Regular Unleaded,381.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,75182.0,Toyota Land Cruiser
6350,Maybach,2011,Premium Unleaded,620.0,Automatic,Rear Wheel Drive,4,Large,Convertible,75182.0,Maybach Landaulet
6351,Maybach,2012,Premium Unleaded,620.0,Automatic,Rear Wheel Drive,4,Large,Convertible,75182.0,Maybach Landaulet
6352,Plymouth,1992,Regular Unleaded,92.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6353,Plymouth,1992,Regular Unleaded,135.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6354,Plymouth,1992,Regular Unleaded,195.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6355,Plymouth,1992,Regular Unleaded,195.0,Manual,All Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6356,Plymouth,1993,Regular Unleaded,195.0,Manual,All Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6357,Plymouth,1993,Regular Unleaded,195.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6358,Plymouth,1993,Regular Unleaded,92.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6359,Plymouth,1993,Regular Unleaded,135.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6360,Plymouth,1994,Regular Unleaded,195.0,Manual,All Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6361,Plymouth,1994,Regular Unleaded,92.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6362,Plymouth,1994,Regular Unleaded,195.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6363,Plymouth,1994,Regular Unleaded,135.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Plymouth Laser
6364,Chrysler,1993,Regular Unleaded,141.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Chrysler Le Baron
6365,Chrysler,1993,Regular Unleaded,141.0,Automatic,Front Wheel Drive,4,Compact,Sedan,2000.0,Chrysler Le Baron
6366,Chrysler,1993,Regular Unleaded,100.0,Unknown,Front Wheel Drive,2,Compact,Coupe,2000.0,Chrysler Le Baron
6367,Chrysler,1993,Regular Unleaded,141.0,Manual,Front Wheel Drive,2,Compact,Convertible,2000.0,Chrysler Le Baron
6368,Chrysler,1993,Regular Unleaded,100.0,Unknown,Front Wheel Drive,2,Compact,Convertible,2000.0,Chrysler Le Baron
6369,Chrysler,1993,Regular Unleaded,141.0,Automatic,Front Wheel Drive,2,Compact,Coupe,2000.0,Chrysler Le Baron
6370,Chrysler,1993,Regular Unleaded,100.0,Automatic,Front Wheel Drive,4,Compact,Sedan,2000.0,Chrysler Le Baron
6371,Chrysler,1993,Regular Unleaded,141.0,Automatic,Front Wheel Drive,2,Compact,Convertible,2000.0,Chrysler Le Baron
6372,Chrysler,1994,Regular Unleaded,141.0,Automatic,Front Wheel Drive,2,Compact,Convertible,2000.0,Chrysler Le Baron
6373,Chrysler,1994,Regular Unleaded,142.0,Automatic,Front Wheel Drive,4,Compact,Sedan,2000.0,Chrysler Le Baron
6374,Chrysler,1994,Regular Unleaded,142.0,Automatic,Front Wheel Drive,4,Compact,Sedan,2000.0,Chrysler Le Baron
6375,Chrysler,1995,Regular Unleaded,141.0,Automatic,Front Wheel Drive,2,Compact,Convertible,2000.0,Chrysler Le Baron
6376,Pontiac,1991,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6377,Pontiac,1991,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6378,Pontiac,1991,Regular Unleaded,74.0,Manual,Front Wheel Drive,4,Compact,Sedan,2000.0,Pontiac Le Mans
6379,Pontiac,1992,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6380,Pontiac,1992,Regular Unleaded,74.0,Manual,Front Wheel Drive,4,Compact,Sedan,2000.0,Pontiac Le Mans
6381,Pontiac,1992,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6382,Pontiac,1993,Regular Unleaded,74.0,Manual,Front Wheel Drive,4,Compact,Sedan,2000.0,Pontiac Le Mans
6383,Pontiac,1993,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6384,Pontiac,1993,Regular Unleaded,74.0,Manual,Front Wheel Drive,2,Compact,Coupe,2000.0,Pontiac Le Mans
6385,Nissan,2014,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,35020.0,Nissan Leaf
6386,Nissan,2014,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,32000.0,Nissan Leaf
6387,Nissan,2014,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,28980.0,Nissan Leaf
6388,Nissan,2015,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,32100.0,Nissan Leaf
6389,Nissan,2015,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,35120.0,Nissan Leaf
6390,Nissan,2015,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,29010.0,Nissan Leaf
6391,Nissan,2015,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,32000.0,Nissan Leaf
6392,Nissan,2016,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,29010.0,Nissan Leaf
6393,Nissan,2016,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,34200.0,Nissan Leaf
6394,Nissan,2016,Electric,107.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,36790.0,Nissan Leaf
6395,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,26495.0,Subaru Legacy
6396,Subaru,2015,Regular Unleaded,256.0,Automatic,All Wheel Drive,4,Midsize,Sedan,29595.0,Subaru Legacy
6397,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,26795.0,Subaru Legacy
6398,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23495.0,Subaru Legacy
6399,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,21995.0,Subaru Legacy
6400,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23795.0,Subaru Legacy
6401,Subaru,2015,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,21695.0,Subaru Legacy
